id,bai,tieude,noidung
249,Bài 9: Mảng trong javascript,Hàm slice(),"-Hàm này có tác dụng lấy ra một hoặc một số phần tử trong mảng.
Cú pháp:

```js
arr.slice(begin,end);
```

```js
arr.slice(begin,end);
```
Trong đó:
VD:

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//cắt mảng từ vị trí thứ 3 đến hết
document.write(arr.slice(3) + '<br>');
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//cắt mảng từ vị trí thứ 3 đến hết
document.write(arr.slice(3) + '<br>');
```
Xem Kết Quả"
250,Bài 9: Mảng trong javascript,Hàm sort(),"-Hàm này có tác dụng sắp xếp lại mảng theo chiều tăng dần, nếu là số thì từ bé đến lớn, chữ thì sắp xếp theo alpha(a-z).
VD:

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//sắp xếp lại mảng
document.write(arr.sort() + '<br>');
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//sắp xếp lại mảng
document.write(arr.sort() + '<br>');
```
Xem Kết Quả"
251,Bài 9: Mảng trong javascript,Hàm reverse(),"-Hàm này có tác dụng đảo ngược vị trí các phần tử của mảng.
VD:

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//cắt mảng từ vị trí thứ 3 đến hết
document.write(arr.reverse() + '<br>');
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//cắt mảng từ vị trí thứ 3 đến hết
document.write(arr.reverse() + '<br>');
```
Xem Kết Quả"
252,Bài 9: Mảng trong javascript,"3, Lời kết.","-Như vậy mình đã giới thiệu xong đến mọi người về mảng trong javascript rồi, phần sau chúng ta sẽ bắt đầu chuyển qua tìm hiểu về object trong javascript."
253,Bài 3: Toán tử trong Javascript,Giới thiệu,Tiếp tục series bài hôm nay chúng ta sẽ tìm hiểu về toán tử và các biểu thức trong Javascript.
254,Bài 3: Toán tử trong Javascript,Toán tử gán.,"-Toán tử gán thực ra là các bạn đã dùng qua ở bài trước rồi nhưng các bạn chưa biết tên gọi của nó thôi. Trong Javascript để gán giá trị cho biến hoặc hằng,.. chúng ta sử dụng dấu=

```js
=
```
Cú pháp:

```js
var bien = giatri;
```

```js
var bien = giatri;
```
VD:

```js
var a = 1996
```

```js
var a = 1996
```"
255,Bài 3: Toán tử trong Javascript,Toán tử số học,"-Toán tử số học thực ra là các dạng tính toán như cộng, trừ, nhân, chia ,... mà các bạn đã được học từ bé và đây là danh sách các toán tử số học trong javascript hỗ trợ.
-Phép cộng sẽ cộng 2 con số lại nếu nó là số, và sẽ nối chuỗi lại nếu là chuỗi.
VD:

```js
var a = 6;
var b = 5;
var c = 'vu thanh ';
var d ='tai';
document.write(a + b); // 11
document.write('<br/>'); // xuống dòng cho dễ đọc
document.write(c + d); // vu thanh tai
```

```js
var a = 6;
var b = 5;
var c = 'vu thanh ';
var d ='tai';
document.write(a + b); // 11
document.write('<br/>'); // xuống dòng cho dễ đọc
document.write(c + d); // vu thanh tai
```
-Phép trừ chỉ dùng được với số
VD:

```js
var a = 6;
var b = 5;
document.write(a - b); // 1
```

```js
var a = 6;
var b = 5;
document.write(a - b); // 1
```
-Phép nhân cũng chỉ dùng được với số.
VD:

```js
var a = 6;
var b = 5;
document.write(a * b); // 30
```

```js
var a = 6;
var b = 5;
document.write(a * b); // 30
```
-Phép chia dùng được với số.
VD:

```js
var a = 10;
var b = 5;
document.write(a / b); // 2
```

```js
var a = 10;
var b = 5;
document.write(a / b); // 2
```
-Phép chia này sẽ lấy phần dư của phép chia
VD:

```js
var a = 6;
var b = 5;
document.write(a % b); // 1
```

```js
var a = 6;
var b = 5;
document.write(a % b); // 1
```
Xem Kết Quả"
256,Bài 3: Toán tử trong Javascript,"2, Toán Tử Kết Hợp",-Toán tử kết hợp  thực ra là một cách rút gọn của các toán tử số học.
257,Bài 3: Toán tử trong Javascript,"3,Toán Tử Quan Hệ","-Đây là một dạng toán tử sẽ phải sử dụng rất nhiều trong khi lập trình, mà theo như bên toán học thì đây là toán so sánh. Kết quả trả về của toán tử này sẽ là kiểu boolean (TRUE FALSE).
-Chú ý: Các toán tử có từ 2 ký tự trở lên như <=,>= phải viết liền không được chứa khoảng trắng ở giữa."
258,Bài 3: Toán tử trong Javascript,"4, Toán tử logic.","-Đây là một dạng toán tử kết hợp giữa hai hoặc nhiều giá trịbooleanhay nói cách khác là kết hợp của hai hay nhiều toán tử quan hệ lại và nó cũngtrả về dữ liệu dạng True False.
Bảng Logic"
259,Bài 3: Toán tử trong Javascript,"5, Lời kết.","-Phần hôm nay chúng ta dùng ở đây thôi, các bạn cố gắng ôn tập nhiều về phần này nhé, Bài tiếp theo chúng ta sẽ tìm hiểu về câu lệnh rẽ nhánh trong javascript."
260,Bài 5: Vòng lặp trong javascript,Giới thiệu,Sau khi đã học xong câu lệnhrẽ nhánh trong javascriptthì phần tiếp theo không thể thiếu trong lập trình nói chung và với Javascript nói riêng sẽ là vòng lặp. Và đương nhiên chúng ta cần biết vòng lặp nó là cái quái gì?
261,Bài 5: Vòng lặp trong javascript,"1, Vòng lặp là gì.","-Vòng lặp là một chuỗi sự kiện, hành động được lặp đi lặp lại theo một nguyên tắc nhất định. Ví dụ như vong lặp của con người: sinh-lão-bệnh-tử.
-Và đối với Javascript nó hỗ trợ chúng ta 3 kiểu vòng lặp(loop) làfor,forEach(cái này mình sẽ nói sau)whilevàdo-while."
262,Bài 5: Vòng lặp trong javascript,"2, Vòng lặp for.","-Vòng lặp for trong javascript hoạt động cũng giống như các ngôn ngữ khác.
Cú Pháp:

```js
for (bienkhoitao; dieukienthucthi ; buocnhay) { 
	# code...
}
```

```js
for (bienkhoitao; dieukienthucthi ; buocnhay) { 
	# code...
}
```
Trong đó:
VD:

```js
for (var i = 1; i <= 10; i++) {
    document.write('Dòng số: ' + i + '<br/>');
}
```

```js
for (var i = 1; i <= 10; i++) {
    document.write('Dòng số: ' + i + '<br/>');
}
```
Xem Kết Quả"
263,Bài 5: Vòng lặp trong javascript,Vòng lặp for vô tận,"-Để có thể làm vòng lặp for trở thành vòng lặp vô tận thì bạn chỉ cần để trống biểu thức điều kiện thứ 2 trong vòng lặp for.
VD:

```js
for (var i = 0; ; i++) {
    //code
}
```

```js
for (var i = 0; ; i++) {
    //code
}
```"
264,Bài 5: Vòng lặp trong javascript,"3, Vòng lặp do-while.","-Đây là một dạng vòng lặp cũng khá phổ biến trong javascript, đặc trưng của vòng lặp này là để lặp các dữ liệu mà không xác đinh được điều kiện dừng chính xác hoặc điều kiện dừng phức tạp và nóthực thi câu lệnh trước rồi mới kiểm tra điều kiện.
Cú Pháp:

```js
do {
    // code
} while (condition);
```

```js
do {
    // code
} while (condition);
```
Trong đó:conditionlà điều kiện để dừng vòng lặp, nếu bằng false thì vòng lặp sẽ dừng và ngược lại true vòng lặp sẽ chạy tiếp.
VD: Phía trên mình có nói là vòng lặp do-while thực thi câu lệnh trước rồi mới kiểm tra. và đây là ví dụ chứng minh cho câu nói đó.

```js
do {
	document.write(1);
} while(false);
```

```js
do {
	document.write(1);
} while(false);
```
Xem Kết Quả
VD: Thực hiện in ra các số từ 1 đến 10 bằng vòng lặp do-while.

```js
//khởi tạo biến i bằng 1
var i = 1;
do {
    //in ra i hiện tại
	document.write(i+ '<br>');
    //tiến hành cộng i thêm 1 đơn vị
	i++;
//xét điều kiện i>10 thì sẽ dừng 
} while(i <= 10);
```

```js
//khởi tạo biến i bằng 1
var i = 1;
do {
    //in ra i hiện tại
	document.write(i+ '<br>');
    //tiến hành cộng i thêm 1 đơn vị
	i++;
//xét điều kiện i>10 thì sẽ dừng 
} while(i <= 10);
```
Xem Kết Quả"
265,Bài 5: Vòng lặp trong javascript,"4, Vòng lặp while.","-Vòng lặp while cũng giống như vòng lặp do-while là dùng để lặp các dữ liệu không biết chính xác điều kiện dừng hoặc điều kiện dừng phức tạp. Và vòng lặp while khác với vòng lặp do-while là nó sẽ tiến hành kiểm tra điều kiện xong rồi mới tiến hành lặp.
Cú Pháp:

```js
while (condition) {
		//code
	}
```

```js
while (condition) {
		//code
	}
```
Trong đó:conditionlà điều kiện để dừng vòng lặp, nếu bằng false thì vòng lặp sẽ dừng và ngược lại true vòng lặp sẽ chạy tiếp.
VD: Thực hiện in ra các số từ 1 đến 10 bằng vòng lặp while.

```js
//khởi tạo biến i=1
var i = 1;
//xác định điều kiện i>10 thì sẽ dừng vòng lặp
while(i <= 10){
	document.write(i);
	//tiến hành tăng i thêm 1 đơn vị
	i++;
}
```

```js
//khởi tạo biến i=1
var i = 1;
//xác định điều kiện i>10 thì sẽ dừng vòng lặp
while(i <= 10){
	document.write(i);
	//tiến hành tăng i thêm 1 đơn vị
	i++;
}
```
Xem Kết Quả"
266,Bài 5: Vòng lặp trong javascript,"5, Vòng lặp lồng nhau.","-Cũng giống nhưcâu lệnh điều kiệnthì voàng lặp cũng hoàn toàn có thể lồng nhau.
VD: Vòng lặp for lồng nhau.

```js
for(i = 0; i <= 10; i++) {
	for(j = i ; j <= 10; j++) {
		document.write('*');
	}
	document.write('<br>');
}
```

```js
for(i = 0; i <= 10; i++) {
	for(j = i ; j <= 10; j++) {
		document.write('*');
	}
	document.write('<br>');
}
```
Xem Kết Quả
VD: Vòng lặp do-while lồng nhau.

```js
var i = 0;
do {
    var j = i;
    do {
        document.write('*');
        j++;
    } while (j <= 10);
    document.write('<br>');
    i++;
} while (i <= 10);
```

```js
var i = 0;
do {
    var j = i;
    do {
        document.write('*');
        j++;
    } while (j <= 10);
    document.write('<br>');
    i++;
} while (i <= 10);
```
Xem Kết Quả
VD: Vòng lặp while lồng nhau.

```js
var i = 0;
while (i <= 10) {
    var j = i;
    while (j <= 10) {
        document.write('*');
        j++;
    }
    document.write('<br>');
    i++;
}
```

```js
var i = 0;
while (i <= 10) {
    var j = i;
    while (j <= 10) {
        document.write('*');
        j++;
    }
    document.write('<br>');
    i++;
}
```
Xem Kết Quả"
267,Bài 5: Vòng lặp trong javascript,"6, Lời kết.","-Như vậy phần trên mình đã giới thiệu với mọi người về vòng lặp trong javascript rồi, bài tiếp theo chúng ta sẽ đi tìm hiểu về hàm trong javascript."
268,Bài 1: Javascript là gì? Viết chương trình đầu tiên,1. Javascript là gì?,"-Javascript là một ngôn ngữ lập trình kịch bản dựa vào các đối tượng có sẵn hoặc do người dùng( programmer) tự định nghĩa, ngày nay javascript được sử dụng rất phổ biến(99% các website hiện nay) và đương nhiên là với độ phổ biến như thế thìhầu như tất cả các trình duyệt đều hỗ trợ.
- Javascripthỗ trợ được đa nền tảng, các bạn cũng có thể xây dựng những web game hay thậm chí là app mobile.
-Hiện nay với sự hỗ trợ của nhiều ông lớn như: google,facebook,... thì javascript đã mạnh lại càng thêm mạnh."
269,Bài 1: Javascript là gì? Viết chương trình đầu tiên,Sử dụng Javascript trực tiếp trên file HTML,"-Để có thể viết được HTML trên file HTML thì bắt buộc các bạn cần phải khai báo bắt buộc theo cú pháp:

```js
<script type=""text/javascript"">
		//code javascript ở đây
	</script>
```

```js
<script type=""text/javascript"">
		//code javascript ở đây
	</script>
```
-Và đoạn script này có thể đặt ở bất cứ đâu trong file HTML."
270,Bài 1: Javascript là gì? Viết chương trình đầu tiên,Import javascript từ một file bên ngoài,"-Cúng giống nhưcssjavascript cũng có thể import từ một file bên ngoài vào được vàbắt buộcfile đó phải có phần mở rộng.jstheo cú pháp:

```js
.js
```

```js
<script  type=""text/javascript""></script>
```

```js
<script  type=""text/javascript""></script>
```
-Trong đó: file là đường dẫn của file các bạn muốn import vào.
VD: import một file demo.js

```js
<script  type=""text/javascript""></script>
```

```js
<script  type=""text/javascript""></script>
```"
271,Bài 1: Javascript là gì? Viết chương trình đầu tiên,Viết javascript trong thẻ HTML,"-Cách này cũng khá phổ biến khi bạn muốn gọi một hàm hay thực thi một đoạn code javascript ngắn.
Cú pháp:

```js
<button type=""button"" onclick=""code"">Ấn vào rồi biết</button>
```

```js
<button type=""button"" onclick=""code"">Ấn vào rồi biết</button>
```
-Trong đó:codelà nơi chứa codejavascript.
VD:

```js
<!DOCTYPE html>
<html>
<head>
	<meta charset=""utf-8"">
	<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
	<title>Javascript lesson1</title>
	<link rel=""stylesheet"" href="""">
</head>
<body>
	<button type=""button"" onclick=""alert(1)"">click</button>
</body>
</html>
```

```js
<!DOCTYPE html>
<html>
<head>
	<meta charset=""utf-8"">
	<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
	<title>Javascript lesson1</title>
	<link rel=""stylesheet"" href="""">
</head>
<body>
	<button type=""button"" onclick=""alert(1)"">click</button>
</body>
</html>
```
Xem Kết Quả"
272,Bài 1: Javascript là gì? Viết chương trình đầu tiên,"3, Helloworld kinh điển","-Nếu bạn là người hay đọc các series lập trình của mình thì chắc hẳn các bạn cũng đã biết được các ngôn ngữ mình giới thiệu đều có chung một bàikinh điểnđó là 'helloworld'. Và đối với javascript cũng không ngoại trừ.
-Đầu tiên chúng ta tạo một fileindex.htmlvà code đoạn code như sau:

```js
index.html
```

```js
<!DOCTYPE html>
<html>
<head>
	<meta charset=""utf-8"">
	<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
	<title>Javascript lesson1</title>
</head>
<style type=""text/css"" media=""screen"">
	body{
		text-align: center;
	}
</style>
<body>
	<h3>Click vào button đi ông tướng</h3>
	<button type=""button"" onclick=""alert('helloworld')"">click</button>
</body>
</html>
```

```js
<!DOCTYPE html>
<html>
<head>
	<meta charset=""utf-8"">
	<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
	<title>Javascript lesson1</title>
</head>
<style type=""text/css"" media=""screen"">
	body{
		text-align: center;
	}
</style>
<body>
	<h3>Click vào button đi ông tướng</h3>
	<button type=""button"" onclick=""alert('helloworld')"">click</button>
</body>
</html>
```
Xem Kết Quả
-Trong đó:chúng ta có sử dụng hàm alert trong javascript để in ra thông báo trên màn hình."
273,Bài 1: Javascript là gì? Viết chương trình đầu tiên,"4, Lời kết.","-Qua bài hôm nay mình đã giới thiệu với mọi người khái niệm cũng như viết chương trình đầu tiên trong javascript rồi, bài tiếp theo chúng ta sẽ tìm hiểu về biến và hằng trong javascript."
